"fips","region","division","netmig2010","netmig2011","netmig2012","netmig2013","netmig2014","netmig2015","netmig2016","netmig2017","netmig2018","netmig2019"
"37113","South","South Atlantic",15,90,20,23,153,374,292,504,769,666
"37115","South","South Atlantic",25,118,46,287,88,-17,253,262,160,131
"37117","South","South Atlantic",6,-238,-263,-130,-137,-90,-104,-243,-35,-153
"37119","South","South Atlantic",1347,12020,14249,14983,11070,14221,14777,12547,7562,8717
"37121","South","South Atlantic",-34,-68,13,36,-60,-20,22,66,105,50
"37123","South","South Atlantic",-35,-112,-250,-110,-166,101,-136,2,-211,98
"37125","South","South Atlantic",295,726,943,1263,1491,1290,1363,1963,1489,2101
"37127","South","South Atlantic",-27,-155,-697,-913,-360,-431,209,30,88,190
"37129","South","South Atlantic",380,2134,2440,3344,2431,3074,5050,3605,3304,2041
"37131","South","South Atlantic",-34,-34,-597,-344,-105,-23,-302,-160,-111,-90
"37133","South","South Atlantic",7217,-5512,2417,-2015,-3899,-1929,-3758,-105,-886,-1815
"37135","South","South Atlantic",222,358,2396,1034,544,526,1106,534,3972,194
"37137","South","South Atlantic",3,187,-184,-101,74,-46,109,-48,83,171
"37139","South","South Atlantic",-50,-457,49,-899,-255,-163,-49,-56,130,146
"37141","South","South Atlantic",157,617,403,955,1022,1420,1289,1874,1250,955
"37143","South","South Atlantic",39,23,106,70,-70,-34,2,68,-19,114
"37145","South","South Atlantic",-29,124,-330,62,-140,117,112,117,136,86
"37147","South","South Atlantic",342,970,1210,487,-352,241,266,684,265,545
"37149","South","South Atlantic",-24,-16,88,286,112,196,145,295,272,208
"37151","South","South Atlantic",87,-442,142,-117,19,-12,436,-72,208,462
"37153","South","South Atlantic",-15,-39,-325,-218,-364,-291,-371,-216,51,-61
"37155","South","South Atlantic",35,-101,-281,-1012,-822,-904,-1452,-1125,-1034,-1578
"37157","South","South Atlantic",3,-321,-430,-573,52,87,-141,-200,104,698
"37159","South","South Atlantic",-128,-613,-373,268,501,439,895,1004,737,957
"37161","South","South Atlantic",-22,-212,-78,-174,-77,28,94,428,428,455
"37163","South","South Atlantic",-36,-224,-62,-30,-255,-391,-478,-82,-66,50
"37165","South","South Atlantic",-95,96,-237,-227,-344,-398,-42,-221,-425,66
"37167","South","South Atlantic",-9,-102,2,197,-34,20,255,637,675,633
"37169","South","South Atlantic",-26,-133,-331,-101,-104,-2,-109,16,-45,253
"37171","South","South Atlantic",22,-199,-196,-521,-57,-315,165,317,14,-32
"37173","South","South Atlantic",5,30,-2,-63,214,46,-149,119,46,100
"37175","South","South Atlantic",24,-139,146,183,220,316,378,570,526,346
"37177","South","South Atlantic",-3,-58,-216,-20,-1,24,-112,151,-53,-83
"37179","South","South Atlantic",472,1626,1952,3043,4384,3208,3298,4137,3600,3134
"37181","South","South Atlantic",-124,-106,-367,-654,-38,-109,17,-218,293,-145
"37183","South","South Atlantic",3477,13692,15259,14438,15594,16957,18345,16413,12696,14022
"37185","South","South Atlantic",-27,10,-188,-97,-172,-118,-248,69,57,21
"37187","South","South Atlantic",-32,-206,-238,56,-202,-197,-136,-96,-146,-162
"37189","South","South Atlantic",-68,651,378,213,57,641,1026,1011,838,164
"37191","South","South Atlantic",63,636,-122,-591,-632,-792,-525,-1538,-99,-328
"37193","South","South Atlantic",-45,-299,11,-170,-3,29,393,64,224,2
"37195","South","South Atlantic",64,-357,16,-230,-296,138,-82,61,-61,413
"37197","South","South Atlantic",-12,-93,-215,-86,-181,-145,95,23,-67,236
"37199","South","South Atlantic",-17,-45,-11,-10,51,43,116,148,232,225
"38001","Midwest","West North Central",6,-34,33,57,9,13,-41,-13,-46,-53
"38003","Midwest","West North Central",14,57,-92,134,-51,-25,-96,-203,-112,-75
"38005","Midwest","West North Central",4,-38,-6,43,-86,-134,-67,-11,-65,-196
"38007","Midwest","West North Central",-2,59,66,-21,-5,12,-12,-33,-6,6
"38009","Midwest","West North Central",8,77,125,127,-69,50,-139,-18,-104,-87
"38011","Midwest","West North Central",2,9,68,13,30,36,-67,-76,-87,-45
"38013","Midwest","West North Central",2,91,107,106,-53,63,-138,-111,-50,12
"38015","Midwest","West North Central",247,1143,1843,2092,1388,1984,749,99,-426,-70
"38017","Midwest","West North Central",250,1673,2524,3844,2179,2670,1889,2025,1218,242
"38019","Midwest","West North Central",-1,-34,3,-57,-20,-17,-17,-40,22,-55
"38021","Midwest","West North Central",0,11,6,-40,-91,-19,-60,-126,66,-66
"38023","Midwest","West North Central",12,57,116,71,96,25,-63,-97,-27,-2
"38025","Midwest","West North Central",8,185,214,172,190,149,-240,-120,9,46
"38027","Midwest","West North Central",-1,-3,29,44,-28,-3,-11,37,-9,-18
"38029","Midwest","West North Central",4,6,-17,24,-41,-7,-41,-12,-11,-21
"38031","Midwest","West North Central",7,11,48,-16,-14,-9,-11,-49,-48,-3
"38033","Midwest","West North Central",6,67,47,25,26,19,-34,-88,-33,-12
"38035","Midwest","West North Central",5,-811,397,1068,107,-13,-431,-512,-565,-1358
"38037","Midwest","West North Central",0,-47,7,39,1,32,-19,-25,-15,-83
"38039","Midwest","West North Central",-2,-27,-5,-35,28,13,-8,11,-17,12
"38041","Midwest","West North Central",0,44,49,105,-11,25,-63,-130,9,-17
"38043","Midwest","West North Central",11,-19,3,-7,-18,-10,11,-4,-30,17
"38045","Midwest","West North Central",-2,-16,0,10,1,28,-19,-19,-42,-42
"38047","Midwest","West North Central",9,-17,-26,3,20,-9,10,-1,-35,-32
"38049","Midwest","West North Central",1,101,277,91,72,3,-18,-96,-93,-67
"38051","Midwest","West North Central",-8,-13,24,16,35,-8,-93,24,-10,-49
"38053","Midwest","West North Central",43,562,893,1178,1518,1599,-384,-62,700,1226
"38055","Midwest","West North Central",33,88,285,105,64,82,-40,-9,-124,-92
"38057","Midwest","West North Central",-8,-22,22,97,106,65,-182,-189,-212,-86
"38059","Midwest","West North Central",80,28,225,644,654,284,234,15,-8,162
"38061","Midwest","West North Central",42,330,543,501,314,493,-163,-62,-142,217
"38063","Midwest","West North Central",6,-24,30,11,-18,-58,-5,53,8,22
"38065","Midwest","West North Central",-7,1,-8,32,-29,-11,21,24,-3,-1
"38067","Midwest","West North Central",13,-56,-128,-99,-22,-46,-5,-90,-56,-80
"38069","Midwest","West North Central",4,33,101,-15,-38,-76,-42,-105,-21,-82
"38071","Midwest","West North Central",11,21,58,-50,21,35,-146,16,-64,-104
"38073","Midwest","West North Central",-20,11,50,34,-46,29,-49,-48,-49,18
"38075","Midwest","West North Central",4,11,56,51,-38,-24,-36,-66,-90,-22
"38077","Midwest","West North Central",5,-62,-80,17,9,-95,-54,-65,-111,-116
"38079","Midwest","West North Central",9,23,41,105,-113,-180,-135,-208,-352,-213
"38081","Midwest","West North Central",-24,-20,104,-21,42,-59,2,-37,-19,34
"38083","Midwest","West North Central",-6,1,-29,38,10,-22,25,7,-14,-33
"38085","Midwest","West North Central",-14,32,25,64,-28,-144,45,-88,-81,-154
"38087","Midwest","West North Central",0,-11,36,1,1,-2,-1,-17,-14,-19
"38089","Midwest","West North Central",117,765,1453,1175,1669,1215,-1305,-876,325,326
"38091","Midwest","West North Central",10,-20,-20,-35,-3,-1,-12,-10,-21,-17
"38093","Midwest","West North Central",14,-85,-21,113,26,-58,29,94,-257,-181
"38095","Midwest","West North Central",0,28,26,-11,9,-18,-2,-2,-55,7
"38097","Midwest","West North Central",-13,-47,3,105,-148,-41,24,-19,5,12
"38099","Midwest","West North Central",-22,-81,3,69,-151,-58,-34,-20,-154,2
"38101","Midwest","West North Central",270,1506,6,1884,699,1005,-2021,-1697,-1432,-681
"38103","Midwest","West North Central",3,61,58,-46,-6,-14,-32,-33,-75,-69
"38105","Midwest","West North Central",123,1681,2016,2476,2078,2653,-1569,-1207,1528,1624
"39001","Midwest","East North Central",11,-126,-173,-232,-6,-110,-89,-45,-84,-16
"39003","Midwest","East North Central",-64,-611,-917,-338,-456,-900,-610,-599,-518,-509
"39005","Midwest","East North Central",99,-94,-74,-147,-118,80,192,171,1,-229
"39007","Midwest","East North Central",-91,-319,-767,-436,-663,-522,-180,-331,-108,-313
"39009","Midwest","East North Central",381,-134,-604,-120,91,1046,451,112,-994,-177
"39011","Midwest","East North Central",-51,-270,-27,18,-98,-100,-18,-112,-94,-147
"39013","Midwest","East North Central",-36,-4,-177,74,-38,-229,-156,-329,-166,-276
"39015","Midwest","East North Central",9,-260,-423,-179,-191,-226,-31,-66,104,-110
"39017","Midwest","East North Central",462,-469,-1013,-821,1112,1053,1118,1325,329,157
"39019","Midwest","East North Central",-23,-42,-220,-273,-54,-342,-86,-236,-203,-134
"39021","Midwest","East North Central",-49,-272,-272,-155,-407,-73,-204,107,-77,90
"39023","Midwest","East North Central",-114,-483,-515,-375,-248,-383,-786,113,62,-332
"39025","Midwest","East North Central",57,368,-199,319,383,-48,651,621,805,460
"39027","Midwest","East North Central",-153,-82,-145,-41,-133,-42,-32,71,73,-126
"39029","Midwest","East North Central",5,-403,-756,-518,-198,-635,-718,-522,-330,-383
"39031","Midwest","East North Central",-6,-48,-146,-139,-173,-50,-42,-188,42,-46
"39033","Midwest","East North Central",-47,-461,-450,6,-225,-15,-146,-255,-125,54
"39035","Midwest","East North Central",-2626,-9030,-5194,-1625,-3894,-5891,-5689,-6922,-6214,-7122
"39037","Midwest","East North Central",-7,-358,-244,-207,-207,-171,-352,-89,-304,-199
"39039","Midwest","East North Central",59,-199,-253,-339,-78,-219,-221,4,-120,-37
"39041","Midwest","East North Central",597,2259,1399,3030,2777,2819,2696,2722,3276,3225
"39043","Midwest","East North Central",-17,-164,-91,-252,-182,-286,-196,1,-112,-106
"39045","Midwest","East North Central",100,266,-401,959,1131,493,1101,1561,919,1278
"39047","Midwest","East North Central",2,-157,-133,-65,-15,-23,63,56,28,-147
"39049","Midwest","East North Central",300,5322,8741,10148,9496,9745,7485,11870,3659,628
"39051","Midwest","East North Central",-69,-361,-108,-208,66,-180,-54,-89,-31,-199
"39053","Midwest","East North Central",117,-53,-200,-194,-272,-188,-42,-18,-174,-8
"39055","Midwest","East North Central",-32,-261,304,-43,-17,-131,-109,-22,-21,-412
"39057","Midwest","East North Central",-135,1508,401,-886,293,-743,620,986,660,1271
"39059","Midwest","East North Central",36,-254,-47,-179,2,-292,-201,-104,-21,-98
"39061","Midwest","East North Central",-998,-4874,-1666,-510,-620,-973,-1035,346,-1386,-740
"39063","Midwest","East North Central",-147,68,336,-58,-583,213,29,1,-141,-296
"39065","Midwest","East North Central",15,-379,-236,51,-46,-218,-272,-91,-1,-101
"39067","Midwest","East North Central",-13,11,-60,-52,-43,-68,-104,-1,12,-68
"39069","Midwest","East North Central",-56,-216,-235,-105,-263,-135,-196,-128,-118,-137
"39071","Midwest","East North Central",-19,-309,-480,206,-208,-147,-27,-126,87,64
"39073","Midwest","East North Central",68,-14,-174,-678,85,-266,-140,81,-57,-49
"39075","Midwest","East North Central",-53,-178,-175,-28,-299,-313,-431,-330,-383,-417
"39077","Midwest","East North Central",-81,-357,-328,-541,-361,-452,-138,-117,-141,-206
"39079","Midwest","East North Central",35,-137,-267,-127,-65,-218,-43,-120,2,42
"39081","Midwest","East North Central",0,-257,-166,-82,-33,-55,-309,-283,-302,-167
"39083","Midwest","East North Central",93,133,-634,-18,30,-140,-213,306,485,314
"39085","Midwest","East North Central",-54,-9,-259,718,-259,215,-78,1038,289,350
"39087","Midwest","East North Central",-40,-45,-310,-202,-278,-507,-98,-414,-89,-119
"39089","Midwest","East North Central",102,-33,6,454,529,894,1011,1274,1736,943
"39091","Midwest","East North Central",-80,-256,-297,-100,12,-238,-168,88,53,292
"39093","Midwest","East North Central",24,-177,-695,1018,983,567,907,859,1585,720
"39095","Midwest","East North Central",-817,-3491,-4053,-1763,-3025,-2094,-1844,-2762,-2277,-2005
"39097","Midwest","East North Central",30,-375,-180,297,657,142,-749,672,330,295
"39099","Midwest","East North Central",-221,-344,-947,-622,-425,-738,-986,92,4,60
"39101","Midwest","East North Central",-46,-43,-402,-380,-235,-329,43,-335,349,-336
"39103","Midwest","East North Central",130,478,-213,786,756,-28,412,1132,664,647
"39105","Midwest","East North Central",-24,-85,-68,-105,-154,-13,38,-36,46,-92
"39107","Midwest","East North Central",-54,-206,-104,-242,-40,-176,-161,-31,-199,-37
"39109","Midwest","East North Central",-93,114,58,210,489,59,380,621,777,850
"39111","Midwest","East North Central",-36,14,-90,32,-131,-82,-129,-97,-92,-52
"39113","Midwest","East North Central",40,-1909,-1337,-876,-2535,-1264,-412,-598,-222,-440
"39115","Midwest","East North Central",-4,17,-65,10,-137,14,28,-41,-54,-47
"39117","Midwest","East North Central",-33,-38,-86,-64,18,-31,-61,-39,138,151
"39119","Midwest","East North Central",51,-120,-527,-159,190,267,-226,160,-20,58
"39121","Midwest","East North Central",-14,53,-99,-2,-149,-74,-15,-37,-53,79
"39123","Midwest","East North Central",-2,50,11,-11,18,-46,-131,332,331,-44
"39125","Midwest","East North Central",-44,-234,-145,-105,-259,-34,-123,-17,-105,-86
"39127","Midwest","East North Central",-3,60,-297,-101,-133,-21,-63,-86,3,46
"39129","Midwest","East North Central",-19,118,212,58,232,155,539,254,347,366
"39131","Midwest","East North Central",3,-147,-96,-114,-133,-86,-7,12,-112,-116
"39133","Midwest","East North Central",-102,283,-512,282,664,130,-12,75,144,74
"39135","Midwest","East North Central",-54,-186,-143,-148,-143,-193,-89,51,-77,-107
"39137","Midwest","East North Central",-85,-256,-337,-200,-108,-334,-150,-266,-167,-51
"39139","Midwest","East North Central",-302,-1083,-610,-327,-405,-239,-466,-594,646,251
"39141","Midwest","East North Central",20,-459,-334,-34,-333,12,-141,387,-411,-211
"39143","Midwest","East North Central",-87,-354,-247,-443,-208,-364,-202,-141,-325,-199
"39145","Midwest","East North Central",27,-219,-592,-445,-767,-348,-482,-264,-325,-31
"39147","Midwest","East North Central",-112,-132,-376,-239,-19,-184,-207,-130,-72,-42
"39149","Midwest","East North Central",-137,-284,-339,-159,-350,-183,-406,-146,-251,-205
"39151","Midwest","East North Central",-279,-818,332,416,126,-819,-1323,-1114,-441,-518
"39153","Midwest","East North Central",-404,-1015,-1021,761,-121,-707,-982,544,-250,-428
"39155","Midwest","East North Central",-340,-676,-1146,-450,-998,-1132,-1175,-835,-1196,-115
"39157","Midwest","East North Central",-54,-187,-213,108,-10,-78,-300,-306,-295,-137
"39159","Midwest","East North Central",25,358,-608,389,111,336,906,928,700,895
"39161","Midwest","East North Central",-66,-101,-17,-291,-22,5,-133,50,-65,-21
"39163","Midwest","East North Central",-20,-37,-166,80,-92,-143,-64,75,50,-47
"39165","Midwest","East North Central",342,812,1009,1147,1318,1927,1937,1681,2696,2206
"39167","Midwest","East North Central",-69,7,-49,-4,-119,57,-254,44,-218,-66
"39169","Midwest","East North Central",-154,-160,-150,-94,-4,-166,-59,-816,-693,-377
"39171","Midwest","East North Central",-122,-29,-152,-135,-250,-205,-114,-167,43,-59
"39173","Midwest","East North Central",330,890,895,232,-12,-306,276,451,-173,179
"39175","Midwest","East North Central",-23,24,-142,-143,-170,-91,-106,4,-112,-113
"40001","South","West South Central",19,-214,-287,-130,-150,-174,-19,-238,66,-55
"40003","South","West South Central",4,42,29,199,-20,83,4,-18,-143,-56
"40005","South","West South Central",22,-73,-166,-106,6,-13,39,-79,-25,-58
"40007","South","West South Central",9,-29,-52,-52,-54,-82,-23,-78,-50,-13
"40009","South","West South Central",-124,121,634,249,-14,-145,-1234,-693,-128,83
"40011","South","West South Central",-2326,-237,112,-66,26,-104,-172,-91,-54,-36
"40013","South","West South Central",105,414,145,589,294,467,507,789,688,753
"40015","South","West South Central",33,-207,99,-194,-182,-37,165,-348,-300,-251
"40017","South","West South Central",543,2312,2289,2586,2523,3017,2429,2802,3673,3135
"40019","South","West South Central",42,267,-70,416,62,-95,-227,-214,-122,-116
"40021","South","West South Central",92,405,95,-169,260,156,295,19,-300,31
"40023","South","West South Central",17,23,-77,-112,126,-97,-70,-52,-131,-14
"40025","South","West South Central",-12,3,-79,-64,-30,-71,-24,-20,-3,-40
"40027","South","West South Central",693,3749,2828,2474,-1263,3097,2989,710,910,2221
"40029","South","West South Central",-12,41,-18,-147,-13,-102,60,-4,-111,-23
"40031","South","West South Central",919,-528,-557,-2660,-1050,-1685,-2976,-617,-1878,-313
"40033","South","West South Central",3,5,-13,-1,-25,-103,-49,-53,-47,-141
"40035","South","West South Central",28,-23,-177,-20,-62,123,-185,-62,31,-81
"40037","South","West South Central",186,300,84,-201,-47,268,403,732,-111,-121
"40039","South","West South Central",-3,65,573,543,-2,-60,-482,-397,-68,-113
"40041","South","West South Central",86,196,178,98,178,96,367,823,309,378
"40043","South","West South Central",8,-13,33,45,108,42,-76,5,25,-33
"40045","South","West South Central",2,-94,50,52,4,125,-132,-107,-12,-73
"40047","South","West South Central",90,-227,367,736,131,119,-1015,-1077,-723,-283
"40049","South","West South Central",-15,-24,-94,90,184,239,-12,-85,-75,-10
"40051","South","West South Central",25,226,227,507,231,575,68,104,597,352
"40053","South","West South Central",18,35,-23,6,-36,24,-38,-56,-55,12
"40055","South","West South Central",-20,-48,-68,84,-19,-73,-78,-142,37,-101
"40057","South","West South Central",10,5,-41,-30,-86,-30,-66,-2,-25,-42
"40059","South","West South Central",-3,10,2,144,0,-89,-56,4,-66,-25
"40061","South","West South Central",-11,2,27,119,-103,-106,-49,102,-64,9
"40063","South","West South Central",22,-253,-56,77,82,-42,-136,-97,58,-12
"40065","South","West South Central",-20,-240,-403,-298,-450,-500,-168,-465,-479,-389
"40067","South","West South Central",-23,46,-98,36,-33,-15,5,-56,-36,-82
"40069","South","West South Central",34,112,-102,8,86,-126,167,22,-100,84
"40071","South","West South Central",-191,-600,-245,-184,-141,-214,-371,-519,-407,-365
"40073","South","West South Central",8,53,-167,212,150,13,-22,60,96,-84
"40075","South","West South Central",-12,25,-65,25,-55,-131,-65,-144,-115,-30
"40077","South","West South Central",-18,-8,-180,-206,8,-135,-50,-187,-130,-107
"40079","South","West South Central",89,-91,-235,-101,-159,-206,146,-76,157,-150
"40081","South","West South Central",35,-101,-99,57,302,332,-39,126,-110,67
"40083","South","West South Central",170,399,322,674,696,498,489,623,308,640
"40085","South","West South Central",16,-53,145,98,43,84,188,60,71,96
"40087","South","West South Central",165,360,325,751,683,664,532,642,573,560
"40089","South","West South Central",10,7,-42,-201,-90,-36,-128,-47,-113,-149
"40091","South","West South Central",52,162,52,3,-48,-45,-4,54,177,-12
"40093","South","West South Central",-24,112,32,-11,53,-26,-13,-71,-50,-10
"40095","South","West South Central",32,112,67,19,121,148,-19,133,336,173
"40097","South","West South Central",-5,9,-134,-237,-124,23,137,38,232,-34
"40099","South","West South Central",31,117,54,86,95,126,83,30,103,146
"40101","South","West South Central",51,-362,-359,-386,-460,-356,-181,38,-552,-243
"40103","South","West South Central",-11,2,-39,-120,128,9,-132,-70,-15,-143
"40105","South","West South Central",-15,106,5,-16,-20,49,-93,-71,-40,-193
"40107","South","West South Central",16,72,-4,-25,-76,-16,-9,34,34,-62
"40109","South","West South Central",909,4942,7087,7164,5425,4908,1900,-3055,524,2837
"40111","South","West South Central",41,-297,-264,-119,-363,17,44,-149,-413,271
"40113","South","West South Central",-10,238,-252,-59,107,-129,52,20,-186,-52
"40115","South","West South Central",-16,-1,316,-77,-257,-83,-220,-142,-19,-131
"40117","South","West South Central",9,168,-255,34,-102,83,62,-44,-57,27
"40119","South","West South Central",-36,416,183,593,482,466,143,-199,23,-618
"40121","South","West South Central",-11,0,-115,-221,-331,29,-255,-135,-161,-108
"40123","South","West South Central",35,55,164,1,-31,-22,94,-232,-124,36
"40125","South","West South Central",122,192,331,241,497,-98,489,198,377,78
