"fips","region","division","domesticmig2010","domesticmig2011","domesticmig2012","domesticmig2013","domesticmig2014","domesticmig2015","domesticmig2016","domesticmig2017","domesticmig2018","domesticmig2019"
"12047","South","South Atlantic",-155,-156,101,-411,-291,185,6,43,-107,132
"12049","South","South Atlantic",-46,-379,-559,-351,-245,-279,-152,-228,-129,-376
"12051","South","South Atlantic",-252,-600,-1654,-596,224,58,-82,229,-342,126
"12053","South","South Atlantic",409,721,820,1880,2317,3322,5238,5094,4812,4530
"12055","South","South Atlantic",35,130,108,274,666,1606,1928,2012,1413,1799
"12057","South","South Atlantic",1243,7939,10014,11158,13350,15402,14921,12076,9497,9183
"12059","South","South Atlantic",-46,51,-92,-26,50,-250,178,107,63,228
"12061","South","South Atlantic",308,1046,1626,1813,2872,3484,4101,3443,3549,3407
"12063","South","South Atlantic",-144,-392,-38,-226,-112,-78,-224,88,-69,-1606
"12065","South","South Atlantic",-24,-183,-289,5,-128,77,-120,248,176,-56
"12067","South","South Atlantic",-71,-21,-12,8,7,-194,-20,-204,21,-254
"12069","South","South Atlantic",631,2595,2917,4090,6996,9660,9535,10419,11235,11162
"12071","South","South Atlantic",1086,7915,10319,13001,14618,18818,19226,14026,12202,15043
"12073","South","South Atlantic",-23,401,3159,-3613,-34,247,-1195,2230,-811,479
"12075","South","South Atlantic",-54,-453,-235,-242,-45,436,369,602,586,845
"12077","South","South Atlantic",-27,-89,30,43,31,-20,-120,-94,198,-62
"12079","South","South Atlantic",15,-126,-179,-199,-117,-118,-165,153,71,1
"12081","South","South Atlantic",423,3291,5300,6998,8056,10508,11768,9213,8532,8954
"12083","South","South Atlantic",204,1523,2202,2179,3730,4999,6117,6898,6857,8136
"12085","South","South Atlantic",180,1224,1539,2595,2459,2888,3187,1830,1613,962
"12086","South","South Atlantic",-2175,-11688,-16041,-17040,-28136,-31650,-33655,-46570,-50752,-45174
"12087","South","South Atlantic",28,411,165,764,8,-10,-183,-790,-1991,-750
"12089","South","South Atlantic",138,533,247,833,832,1683,2017,2886,3044,2813
"12091","South","South Atlantic",-619,1122,4475,1459,308,1380,840,2174,2566,2961
"12093","South","South Atlantic",-20,-353,-368,-369,-95,107,744,338,248,358
"12095","South","South Atlantic",-1162,4400,13477,6576,8229,11259,9748,3106,-253,-3333
"12097","South","South Atlantic",137,3254,4471,4531,4726,5026,6204,6532,4435,4041
"12099","South","South Atlantic",1984,5410,10233,13001,12889,15496,14288,6842,3926,6712
"12101","South","South Atlantic",757,970,3234,4898,8820,11377,14724,14878,14345,15563
"12103","South","South Atlantic",140,2924,4068,7647,8327,11393,12907,9156,6996,5351
"12105","South","South Atlantic",192,3044,1801,4020,7783,10410,13345,15193,16911,16638
"12107","South","South Atlantic",-115,-503,-684,-409,-262,100,548,1146,877,705
"12109","South","South Atlantic",1017,4435,5318,6726,7671,7854,7945,8415,9775,10628
"12111","South","South Atlantic",729,1174,1726,1664,3820,6359,7169,6584,6770,7656
"12113","South","South Atlantic",1185,2244,1576,1463,1626,2884,3026,3712,4974,4787
"12115","South","South Atlantic",869,3766,5630,5220,7676,9738,9495,8271,8858,9945
"12117","South","South Atlantic",-199,657,1763,2257,2953,3698,3971,3218,1790,1840
"12119","South","South Atlantic",983,4445,4434,6065,6146,5834,6204,4384,5265,5269
"12121","South","South Atlantic",618,1037,194,121,282,18,238,433,174,361
"12123","South","South Atlantic",-3,17,56,117,-334,-173,-267,-301,-221,62
"12125","South","South Atlantic",-14,-229,-62,-78,121,106,61,292,-40,-16
"12127","South","South Atlantic",151,758,2782,4565,6793,10649,12112,10167,9438,8975
"12129","South","South Atlantic",47,25,-184,96,310,8,275,139,276,1263
"12131","South","South Atlantic",159,292,1363,1770,1744,1650,2116,2437,2639,3252
"12133","South","South Atlantic",-152,-157,242,-247,-154,262,-15,181,290,715
"13001","South","South Atlantic",58,74,-175,-82,62,-92,-33,-37,61,-154
"13003","South","South Atlantic",-37,-77,-151,-38,-117,60,-151,-95,25,-156
"13005","South","South Atlantic",-14,87,-55,-7,5,18,31,-98,-90,-14
"13007","South","South Atlantic",-19,-131,38,-33,-61,-90,-6,-10,-90,-55
"13009","South","South Atlantic",-140,-679,1186,-473,-338,-475,-345,-223,-32,42
"13011","South","South Atlantic",2,-206,-131,62,-70,86,-101,259,296,191
"13013","South","South Atlantic",170,-443,-299,526,1142,1527,1453,1395,1537,1949
"13015","South","South Atlantic",-165,-389,-358,263,-117,285,822,1180,1001,1050
"13017","South","South Atlantic",-9,-106,-42,-121,-16,-134,-110,-212,-211,-100
"13019","South","South Atlantic",34,-11,-292,-134,-316,93,-46,108,118,120
"13021","South","South Atlantic",-160,-390,-550,-2327,-1563,-1128,-1505,-876,-388,-193
"13023","South","South Atlantic",-4,47,-209,-147,-16,-17,152,-93,51,28
"13025","South","South Atlantic",22,87,-22,-296,99,41,-61,372,133,118
"13027","South","South Atlantic",-51,-285,-450,-2,-158,130,39,-79,-134,17
"13029","South","South Atlantic",84,689,563,456,338,746,746,919,820,1289
"13031","South","South Atlantic",233,1628,1,-1850,356,-47,1000,925,762,1935
"13033","South","South Atlantic",20,90,-565,-318,-265,-77,-94,-143,-164,-96
"13035","South","South Atlantic",54,-208,-241,-227,109,196,218,328,144,727
"13037","South","South Atlantic",-12,-87,-56,26,-60,30,-163,46,-46,-171
"13039","South","South Atlantic",-44,-838,323,-615,-38,-20,-566,178,299,645
"13043","South","South Atlantic",3,162,-132,-195,-115,11,-9,-138,105,-30
"13045","South","South Atlantic",-138,-496,-34,254,1095,34,974,825,105,1494
"13047","South","South Atlantic",35,465,-147,117,68,230,420,226,894,204
"13049","South","South Atlantic",570,580,-127,-269,-131,82,-551,-155,14,383
"13051","South","South Atlantic",172,3876,1759,-947,2386,1261,103,-1185,-1683,-994
"13053","South","South Atlantic",-219,-191,233,-508,-917,-1128,-1315,-45,195,53
"13055","South","South Atlantic",-16,-315,-28,-517,-169,73,-75,-77,84,13
"13057","South","South Atlantic",369,823,1275,2115,4070,3470,4602,4453,4769,3561
"13059","South","South Atlantic",417,-218,528,-146,-1473,2029,22,913,-514,205
"13061","South","South Atlantic",-11,-3,-59,-81,71,2,-63,-31,-59,-34
"13063","South","South Atlantic",-566,-1121,-57,-4741,-486,2554,2772,1803,2043,408
"13065","South","South Atlantic",-16,-74,-74,20,-23,12,-107,-109,-67,-18
"13067","South","South Atlantic",-355,-41,2095,1814,4547,3414,194,-2970,-2924,-2114
"13069","South","South Atlantic",256,50,-141,-272,-479,-86,-250,-201,14,37
"13071","South","South Atlantic",24,-182,-43,-110,-443,-643,-224,-91,-102,29
"13073","South","South Atlantic",557,2869,2432,2710,1861,3567,2229,3090,1716,1833
"13075","South","South Atlantic",0,-213,-190,103,199,-254,71,55,-71,97
"13077","South","South Atlantic",312,677,403,1470,1362,2078,1455,1874,2049,1811
"13079","South","South Atlantic",-29,-43,-40,-131,-88,-86,-100,38,69,106
"13081","South","South Atlantic",-54,225,-243,-344,-278,-204,-134,-251,-122,-224
"13083","South","South Atlantic",-4,-36,-128,-31,-151,-79,94,60,22,-73
"13085","South","South Atlantic",-79,-58,137,167,194,309,233,684,721,937
"13087","South","South Atlantic",-57,-214,-250,-131,-267,-150,-437,-40,-130,-194
"13089","South","South Atlantic",-2142,-3972,1085,-4279,-3339,-2019,-1190,-6650,-6370,-5190
"13091","South","South Atlantic",-75,-152,-97,-143,-283,-52,-282,-76,11,-166
"13093","South","South Atlantic",-65,-278,-220,-35,-118,-181,-150,-155,48,-287
"13095","South","South Atlantic",-171,-313,-974,-1918,-1177,-1731,-1494,-1298,-572,-1601
"13097","South","South Atlantic",-32,-470,-581,1406,1083,1270,560,942,877,615
"13099","South","South Atlantic",-54,-234,-188,-73,-76,10,-162,15,-35,-86
"13101","South","South Atlantic",-9,15,-160,-15,-11,-40,-106,-65,40,-14
"13103","South","South Atlantic",119,-116,280,718,581,1261,1170,1061,1799,1719
"13105","South","South Atlantic",-60,-263,-251,-63,-52,-70,-126,1,50,163
"13107","South","South Atlantic",14,-166,173,-115,-204,-51,-89,119,110,22
"13109","South","South Atlantic",-23,-80,-378,71,-27,-145,-72,73,-60,-47
"13111","South","South Atlantic",-10,37,85,366,146,668,722,457,781,337
"13113","South","South Atlantic",367,94,-199,549,958,648,782,1060,555,1116
"13115","South","South Atlantic",-12,-636,-434,-296,-219,27,94,473,272,391
"13117","South","South Atlantic",727,3504,3436,5446,6939,6735,7038,6505,6379,5743
"13119","South","South Atlantic",0,-121,-77,131,152,97,5,518,186,301
"13121","South","South Atlantic",2532,11970,14586,-2193,1189,2784,5451,6273,2711,5556
"13123","South","South Atlantic",-6,-162,-172,338,178,477,357,558,444,586
"13125","South","South Atlantic",-5,20,27,-38,-47,34,-31,73,-55,0
"13127","South","South Atlantic",70,82,399,334,401,942,631,494,295,318
"13129","South","South Atlantic",-93,17,-89,-209,-84,272,324,61,318,217
"13131","South","South Atlantic",-6,-105,72,-229,6,-239,-364,-183,-79,-178
"13133","South","South Atlantic",20,68,52,132,179,217,214,346,530,616
"13135","South","South Atlantic",169,4233,3677,6268,7458,6192,3447,2103,-903,-59
"13137","South","South Atlantic",2,-108,241,-311,308,137,255,324,762,-134
"13139","South","South Atlantic",-97,815,529,1088,1454,1646,2289,1545,1404,1830
"13141","South","South Atlantic",9,-46,-331,-131,-378,42,94,-57,-126,155
"13143","South","South Atlantic",-1,-280,-164,13,145,225,178,435,343,235
"13145","South","South Atlantic",109,73,160,-62,167,380,452,318,592,707
"13147","South","South Atlantic",0,178,134,-76,-104,72,113,256,379,199
"13149","South","South Atlantic",16,-113,-93,-107,36,-47,44,173,110,57
"13151","South","South Atlantic",789,436,-226,877,1644,2352,3326,3218,3582,3894
"13153","South","South Atlantic",487,1915,525,322,-162,-566,1019,565,1474,1528
"13155","South","South Atlantic",50,90,-95,-263,-267,77,178,64,37,31
"13157","South","South Atlantic",123,-48,-379,310,525,1040,1360,2287,2375,2311
"13159","South","South Atlantic",1,-136,-248,-98,-103,133,52,97,142,180
"13161","South","South Atlantic",-10,14,-46,-176,-159,33,-89,7,-33,18
"13163","South","South Atlantic",-18,-133,-442,-101,-86,-190,-165,-137,-151,-19
"13165","South","South Atlantic",-8,-202,961,81,-146,-177,-101,1,-77,-88
"13167","South","South Atlantic",-14,14,20,-91,-72,-89,-37,64,-41,-54
"13169","South","South Atlantic",-29,-4,-183,-103,8,-248,88,-126,231,133
"13171","South","South Atlantic",-55,-122,-149,-133,263,15,193,107,340,113
"13173","South","South Atlantic",30,313,-93,-106,-113,-159,89,-56,-117,70
"13175","South","South Atlantic",-62,-614,-202,-208,-247,-198,-324,30,-78,155
"13177","South","South Atlantic",103,-49,-105,145,-101,-128,-145,108,238,161
"13179","South","South Atlantic",-1237,1405,-3078,-3625,338,-4135,-1435,-923,-2044,-101
"13181","South","South Atlantic",-28,-78,-108,-4,-79,76,125,18,80,14
"13183","South","South Atlantic",169,434,648,274,346,373,486,223,106,310
"13185","South","South Atlantic",194,767,1251,-2287,-386,-1223,-47,287,191,336
"13187","South","South Atlantic",238,79,86,120,170,183,123,1365,154,738
"13189","South","South Atlantic",-32,-250,-86,-172,-60,-77,-71,13,37,-220
"13191","South","South Atlantic",-32,-98,-356,119,33,2,49,45,257,86
"13193","South","South Atlantic",-93,-218,-189,-327,-129,-124,-208,-199,-67,-182
"13195","South","South Atlantic",-2,-92,-155,64,114,-29,323,364,294,212
"13197","South","South Atlantic",8,-90,-62,-112,40,-81,-100,-66,-45,-8
"13199","South","South Atlantic",-141,-215,-322,-84,-10,-52,-69,0,81,102
"13201","South","South Atlantic",6,-63,-76,-86,42,-72,56,-25,-132,49
"13205","South","South Atlantic",-1,-161,-396,-151,-316,-315,-46,-154,-155,-289
"13207","South","South Atlantic",27,129,-40,245,22,49,202,294,407,187
"13209","South","South Atlantic",-38,-139,-183,40,-7,-14,33,29,108,-14
"13211","South","South Atlantic",-2,8,-110,-90,179,54,150,245,429,399
"13213","South","South Atlantic",-125,-321,-214,-299,-111,12,-250,317,10,76
"13215","South","South Atlantic",-35,2659,889,2084,-4589,-3903,-4133,-3617,-648,544
"13217","South","South Atlantic",53,-353,-103,556,834,933,989,767,1079,1822
"13219","South","South Atlantic",61,218,113,435,858,654,903,1001,1135,693
"13221","South","South Atlantic",17,-229,-248,-122,93,179,-36,160,175,166
"13223","South","South Atlantic",126,-428,-123,902,670,2078,2509,3157,3637,3820
"13225","South","South Atlantic",1,-160,-125,-708,-106,-275,-131,73,347,119
"13227","South","South Atlantic",6,-73,-141,122,449,294,538,930,509,625
"13229","South","South Atlantic",33,-91,77,57,-2,59,-33,62,146,47
"13231","South","South Atlantic",30,-156,1,3,6,185,-17,289,425,299
"13233","South","South Atlantic",-20,-445,-341,-265,-183,255,267,209,454,181
"13235","South","South Atlantic",-49,-100,-139,-117,-23,-96,-70,-64,-104,79
"13237","South","South Atlantic",4,5,-158,154,-146,161,212,195,133,357
"13239","South","South Atlantic",7,-62,-33,-39,-63,-2,42,14,-64,46
"13241","South","South Atlantic",-5,12,61,-53,27,117,311,119,369,347
"13243","South","South Atlantic",-32,-120,-253,-115,118,-155,21,-159,-153,-25
"13245","South","South Atlantic",179,-1820,-622,-1982,-1297,-1305,-721,-1317,-898,-76
"13247","South","South Atlantic",38,-447,-496,688,329,749,208,544,411,136
"13249","South","South Atlantic",-3,-9,-29,67,74,11,-69,34,-43,7
"13251","South","South Atlantic",-90,-131,-269,-40,-136,60,-59,-82,-20,-17
"13253","South","South Atlantic",-6,36,104,0,-240,4,-91,-126,39,-157
"13255","South","South Atlantic",-58,-307,-545,-299,76,41,656,777,678,595
"13257","South","South Atlantic",-11,-357,9,-91,-152,78,226,160,319,-42
"13259","South","South Atlantic",46,-51,24,-646,233,-84,-89,26,-29,45
"13261","South","South Atlantic",-131,-708,-616,-329,-251,-531,-356,-538,-109,-340
"13263","South","South Atlantic",-15,-28,-209,-51,-6,7,-99,-80,47,-67
"13265","South","South Atlantic",-15,15,-19,12,11,-39,-18,4,-7,-62
"13267","South","South Atlantic",-52,-156,-103,55,-354,35,-148,-4,-35,-242
"13269","South","South Atlantic",-118,-320,-91,25,8,-126,-34,-58,-74,-2
"13271","South","South Atlantic",5,-291,116,234,-175,-52,-572,-62,-13,-146
"13273","South","South Atlantic",-3,-160,-211,-93,-103,-64,-147,-164,-95,-38
"13275","South","South Atlantic",13,-216,-162,123,-162,-69,74,-390,-297,87
"13277","South","South Atlantic",49,737,-409,-995,108,-123,-158,-251,-5,-30
"13279","South","South Atlantic",18,-175,-109,-86,-124,-62,-113,-259,-39,-118
"13281","South","South Atlantic",58,141,65,292,359,196,279,239,398,253
"13283","South","South Atlantic",-8,-49,-61,-99,102,-24,-115,35,51,85
"13285","South","South Atlantic",33,259,364,266,151,-99,-17,-165,-257,-377
"13287","South","South Atlantic",-11,29,-529,-269,-139,-38,-44,-33,-4,59
"13289","South","South Atlantic",-53,-140,-310,-14,-104,-45,-88,-18,-40,2
"13291","South","South Atlantic",21,17,188,256,483,375,763,889,701,747
"13293","South","South Atlantic",-63,-122,-354,-91,-208,75,44,3,82,238
"13295","South","South Atlantic",75,-148,-376,205,66,-140,-60,681,467,391
"13297","South","South Atlantic",74,339,-77,706,1097,577,1199,1264,1740,1162
"13299","South","South Atlantic",18,-111,-476,-214,-256,-218,273,1,-75,133
"13301","South","South Atlantic",-33,-94,-143,-4,-34,-50,11,-67,-32,13
"13303","South","South Atlantic",-58,-150,-248,-267,-71,178,-378,-11,104,-28
"13305","South","South Atlantic",-8,80,-72,-443,-166,-578,458,-234,24,108
"13307","South","South Atlantic",-14,-14,-4,-101,-53,3,-25,-14,8,0
"13309","South","South Atlantic",285,293,-136,-3,53,-70,102,-72,-74,-44
"13311","South","South Atlantic",63,178,226,156,158,369,435,607,522,830
"13313","South","South Atlantic",-40,-481,-612,-779,-167,-162,-59,-785,-514,-130
"13315","South","South Atlantic",87,-59,-173,12,-132,111,-159,-66,44,-184
"13317","South","South Atlantic",-240,-142,-128,-115,32,-32,-99,87,33,-39
"13319","South","South Atlantic",-32,-134,69,-107,-80,-179,-31,-52,96,-65
"13321","South","South Atlantic",31,-203,-190,-371,-86,-345,-26,-178,-212,-38
"15001","West","Pacific",-100,38,458,929,1127,1062,884,704,849,-643
"15003","West","Pacific",-59,-1106,-3685,-2789,-7781,-7449,-11661,-14471,-13468,-12427
"15005","West","Pacific",0,0,0,0,0,0,0,0,0,0
"15007","West","Pacific",6,-47,-22,388,206,120,-223,-186,-26,-230
"15009","West","Pacific",-195,226,188,708,739,-550,-455,-499,-265,-517
"16001","West","Mountain",137,4420,4526,3943,6311,3825,8307,9512,10332,10815
"16003","West","Mountain",-22,40,-80,-41,27,17,57,192,112,56
"16005","West","Mountain",-58,-233,-610,-1141,-668,-345,-398,80,740,606
"16007","West","Mountain",-23,-16,-77,30,-38,-65,19,63,-1,65
"16009","West","Mountain",-12,-104,-47,-112,27,-14,52,168,69,81
"16011","West","Mountain",1,-250,-787,-568,-594,-564,-141,314,22,461
"16013","West","Mountain",-114,-397,-142,6,-10,-34,89,128,173,45
"16015","West","Mountain",-10,-8,-190,-66,72,183,133,259,277,174
"16017","West","Mountain",33,-144,-396,176,765,313,780,1261,1103,1057
"16019","West","Mountain",16,-199,-103,-556,-131,352,1072,1382,1031,1633
"16021","West","Mountain",40,-204,-44,3,94,292,331,234,13,225
"16023","West","Mountain",7,-82,-78,-90,0,-105,1,14,-3,7
"16025","West","Mountain",-9,-7,-36,-45,7,11,9,13,29,-18
"16027","West","Mountain",-119,101,630,3124,2092,2549,2714,3862,4966,5132
"16029","West","Mountain",-3,-179,-95,-19,-40,-79,96,96,2,73
"16031","West","Mountain",77,-158,-130,-126,-38,-204,-208,-19,-55,31
"16033","West","Mountain",-2,-36,-91,-11,4,-5,-24,11,-38,-14
"16035","West","Mountain",-11,-49,-9,35,16,41,141,48,144,22
"16037","West","Mountain",0,-35,5,-107,-93,-69,39,51,117,69
"16039","West","Mountain",-78,-1259,-496,-451,-500,-914,-93,400,212,-153
"16041","West","Mountain",-31,-101,-119,-77,60,-52,262,95,154,90
"16043","West","Mountain",-32,-212,-260,-188,-158,-100,29,129,-45,-151
"16045","West","Mountain",-47,14,-117,-70,99,26,268,361,267,528
"16047","West","Mountain",-8,-217,-212,-166,-129,45,-144,-56,-72,-9
"16049","West","Mountain",27,158,-6,-176,70,72,-25,153,150,219
"16051","West","Mountain",-13,-265,-42,-184,-199,-121,393,314,630,135
"16053","West","Mountain",-14,-192,-292,-188,-69,-242,56,41,-26,41
"16055","West","Mountain",237,1591,743,1398,2143,2404,3249,4011,3694,4277
"16057","West","Mountain",-7,232,-26,-227,0,-246,-247,287,-169,20
"16059","West","Mountain",22,39,-196,-20,46,54,-1,148,120,124
"16061","West","Mountain",-8,-15,13,-11,6,-36,49,35,-49,7
"16063","West","Mountain",-4,-118,69,-3,-25,-75,-69,4,-29,-78
"16065","West","Mountain",-168,-606,-1190,-1130,-601,-1058,-77,-630,-1077,-305
"16067","West","Mountain",-47,-60,-263,8,-213,-49,6,-39,-127,188
"16069","West","Mountain",28,141,78,298,68,129,164,273,0,170
"16071","West","Mountain",-1,-81,-30,13,-89,65,39,72,57,61
"16073","West","Mountain",-61,-130,-31,-87,-157,-43,16,209,18,110
"16075","West","Mountain",-44,-193,27,-205,135,-31,71,221,297,386
"16077","West","Mountain",25,-178,-54,-158,-152,-119,-68,-143,50,-73
"16079","West","Mountain",-31,-30,116,40,-277,60,0,142,273,86
"16081","West","Mountain",-47,-121,-205,128,-87,157,274,153,83,380
"16083","West","Mountain",80,-128,-281,639,463,530,802,870,161,369
"16085","West","Mountain",-85,-165,-116,18,182,263,365,259,327,354
"16087","West","Mountain",1,-36,-74,-93,63,-55,153,29,88,64
"17001","Midwest","East North Central",19,-2,-86,-189,-166,-156,-418,-490,-390,-131
"17003","Midwest","East North Central",-26,-209,-305,-500,-154,-321,-284,-166,-225,-263
"17005","Midwest","East North Central",9,-89,-209,-215,-260,-375,-108,114,18,-206
"17007","Midwest","East North Central",-91,-207,-602,-83,-222,-361,-189,-257,-133,-84
"17009","Midwest","East North Central",-19,-27,-11,-32,-15,-94,-139,-25,-54,10
"17011","Midwest","East North Central",-54,-280,-256,-229,-216,-371,-60,-191,-145,-281
"17013","Midwest","East North Central",-1,-58,-59,34,-91,-62,7,-8,-21,-74
